ensg	gene	ID	X1	X2	X3	X4	X5	X6	X7	X8	X9
ENSG00000189362.2	gene_19531	evm.TU.SUPER__8.56	SUPER__8	EVM	gene	3214153	3231346	.	-	.	ID=evm.TU.SUPER__8.56;Name=EVM prediction SUPER__8.56
ENSG00000196141.1	gene_19563	reg_13266	SUPER__8	TOGA	gene	8904785	9023911	.	+	.	ID=reg_13266;Name=gene.reg_13266
ENSG00000196151.1	gene_19564	reg_13269	SUPER__8	TOGA	gene	55728729	55773066	.	+	.	ID=reg_13269;Name=gene.reg_13269
ENSG00000196290.1	gene_19630	evm.TU.SUPER__8.138	SUPER__8	EVM	gene	9611215	9623306	.	+	.	ID=evm.TU.SUPER__8.138;Name=EVM prediction SUPER__8.138
ENSG00000196470.4	gene_19687	evm.TU.SUPER__8.105	SUPER__8	EVM	gene	7094644	7095492	.	-	.	ID=evm.TU.SUPER__8.105;Name=EVM prediction SUPER__8.105
ENSG00000196504.1	gene_19696	evm.TU.SUPER__8.763	SUPER__8	EVM	gene	60702954	60757691	.	+	.	ID=evm.TU.SUPER__8.763;Name=EVM prediction SUPER__8.763
ENSG00000196659.1	gene_19736	evm.TU.SUPER__8.578	SUPER__8	EVM	gene	41411571	41413568	.	+	.	ID=evm.TU.SUPER__8.578;Name=EVM prediction SUPER__8.578
ENSG00000196659.2	gene_19737	evm.TU.SUPER__8.580	SUPER__8	EVM	gene	41468995	41470992	.	+	.	ID=evm.TU.SUPER__8.580;Name=EVM prediction SUPER__8.580
ENSG00000196811.1	gene_19817	evm.TU.SUPER__8.428	SUPER__8	EVM	gene	31932805	31938472	.	+	.	ID=evm.TU.SUPER__8.428;Name=EVM prediction SUPER__8.428
ENSG00000196950.1	gene_19854	evm.TU.SUPER__8.89	SUPER__8	EVM	gene	6050641	6069132	.	+	.	ID=evm.TU.SUPER__8.89;Name=EVM prediction SUPER__8.89
ENSG00000197121.1	gene_19912	evm.TU.SUPER__8.98	SUPER__8	EVM	gene	6669599	6717928	.	-	.	ID=evm.TU.SUPER__8.98;Name=EVM prediction SUPER__8.98
ENSG00000197635.1	gene_20070	evm.TU.SUPER__8.708	SUPER__8	EVM	gene	53469370	53555918	.	+	.	ID=evm.TU.SUPER__8.708;Name=EVM prediction SUPER__8.708
ENSG00000197713.1	gene_20088	evm.TU.SUPER__8.225	SUPER__8	EVM	gene	16031765	16048220	.	+	.	ID=evm.TU.SUPER__8.225;Name=EVM prediction SUPER__8.225
ENSG00000197756.3	gene_20102	evm.TU.SUPER__8.251	SUPER__8	EVM	gene	20535739	20538188	.	+	.	ID=evm.TU.SUPER__8.251;Name=EVM prediction SUPER__8.251
ENSG00000198130.1	gene_20236	evm.TU.SUPER__8.53	SUPER__8	EVM	gene	3105632	3131462	.	-	.	ID=evm.TU.SUPER__8.53;Name=EVM prediction SUPER__8.53
ENSG00000198586.1	gene_20347	evm.TU.SUPER__8.646	SUPER__8	EVM	gene	46419611	46569507	.	+	.	ID=evm.TU.SUPER__8.646;Name=EVM prediction SUPER__8.646
ENSG00000198612.1	gene_20352	evm.TU.SUPER__8.475	SUPER__8	EVM	gene	34553831	34562419	.	+	.	ID=evm.TU.SUPER__8.475;Name=EVM prediction SUPER__8.475
ENSG00000198648.1	gene_20359	reg_13403	SUPER__8	TOGA	gene	48547688	48817487	.	+	.	ID=reg_13403;Name=gene.reg_13403
ENSG00000198925.1	gene_20511	reg_15225	SUPER__8	TOGA	gene	22613953	22620632	.	-	.	ID=reg_15225;Name=gene.reg_15225
ENSG00000204099.1	gene_20618	evm.TU.SUPER__8.542	SUPER__8	EVM	gene	37132092	37134379	.	+	.	ID=evm.TU.SUPER__8.542;Name=EVM prediction SUPER__8.542
ENSG00000204104.1	gene_20620	evm.TU.SUPER__8.495	SUPER__8	EVM	gene	35294280	35330615	.	+	.	ID=evm.TU.SUPER__8.495;Name=EVM prediction SUPER__8.495
ENSG00000204120.1	gene_20622	reg_13245	SUPER__8	TOGA	gene	32055501	32164407	.	+	.	ID=reg_13245;Name=gene.reg_13245
ENSG00000204128.1	gene_20624	evm.TU.SUPER__8.408	SUPER__8	EVM	gene	30900184	30906649	.	+	.	ID=evm.TU.SUPER__8.408;Name=EVM prediction SUPER__8.408
ENSG00000204186.1	gene_20636	evm.TU.SUPER__8.197	SUPER__8	EVM	gene	13837857	13849651	.	+	.	ID=evm.TU.SUPER__8.197;Name=EVM prediction SUPER__8.197
ENSG00000204217.1	gene_20640	evm.TU.SUPER__8.162	SUPER__8	EVM	gene	10602756	10713403	.	+	.	ID=evm.TU.SUPER__8.162;Name=EVM prediction SUPER__8.162
ENSG00000204262.2	gene_20649	evm.TU.SUPER__8.35	SUPER__8	EVM	gene	2395363	2530120	.	-	.	ID=evm.TU.SUPER__8.35;Name=EVM prediction SUPER__8.35
ENSG00000204311.1	gene_20680	evm.TU.SUPER__8.572	SUPER__8	EVM	gene	40789455	40794748	.	-	.	ID=evm.TU.SUPER__8.572;Name=EVM prediction SUPER__8.572
ENSG00000204334.1	gene_20683	evm.TU.SUPER__8.649	SUPER__8	EVM	gene	46715473	46743914	.	-	.	ID=evm.TU.SUPER__8.649;Name=EVM prediction SUPER__8.649
ENSG00000204335.1	gene_20684	evm.TU.SUPER__8.650	SUPER__8	EVM	gene	46769533	46771453	.	-	.	ID=evm.TU.SUPER__8.650;Name=EVM prediction SUPER__8.650
ENSG00000204406.1	gene_20707	evm.TU.SUPER__8.798	SUPER__8	EVM	gene	64250323	64306798	.	-	.	ID=evm.TU.SUPER__8.798;Name=EVM prediction SUPER__8.798
ENSG00000204478.3	gene_20727	evm.TU.SUPER__8.825	SUPER__8	EVM	gene	71706390	71707862	.	+	.	ID=evm.TU.SUPER__8.825;Name=EVM prediction SUPER__8.825
ENSG00000204501.6	gene_20735	evm.TU.SUPER__8.748	SUPER__8	EVM	gene	58832848	58834344	.	+	.	ID=evm.TU.SUPER__8.748;Name=EVM prediction SUPER__8.748
ENSG00000204560.2	gene_20846	evm.TU.SUPER__8.387	SUPER__8	EVM	gene	29659097	29662227	.	+	.	ID=evm.TU.SUPER__8.387;Name=EVM prediction SUPER__8.387
ENSG00000205916.1	gene_21055	evm.TU.SUPER__8.26	SUPER__8	EVM	gene	1934190	1935143	.	+	.	ID=evm.TU.SUPER__8.26;Name=EVM prediction SUPER__8.26
ENSG00000211460.1	gene_21156	evm.TU.SUPER__8.950	SUPER__8	EVM	gene	86652916	86662513	.	+	.	ID=evm.TU.SUPER__8.950;Name=EVM prediction SUPER__8.950
ENSG00000213160.1	gene_21192	evm.TU.SUPER__8.655	SUPER__8	EVM	gene	47440138	47454006	.	-	.	ID=evm.TU.SUPER__8.655;Name=EVM prediction SUPER__8.655
ENSG00000213901.1	gene_21276	reg_15177	SUPER__8	TOGA	gene	22572788	22578554	.	-	.	ID=reg_15177;Name=gene.reg_15177
ENSG00000216921.1	gene_21465	evm.TU.SUPER__8.545	SUPER__8	EVM	gene	37174347	37178984	.	-	.	ID=evm.TU.SUPER__8.545;Name=EVM prediction SUPER__8.545
ENSG00000217236.1	gene_21469	evm.TU.SUPER__8.622	SUPER__8	EVM	gene	44108824	44111301	.	-	.	ID=evm.TU.SUPER__8.622;Name=EVM prediction SUPER__8.622
ENSG00000226124.1	gene_21608	evm.TU.SUPER__8.120	SUPER__8	EVM	gene	8562702	8592048	.	-	.	ID=evm.TU.SUPER__8.120;Name=EVM prediction SUPER__8.120
ENSG00000226321.1	gene_21610	evm.TU.SUPER__8.520	SUPER__8	EVM	gene	36513163	36569910	.	+	.	ID=evm.TU.SUPER__8.520;Name=EVM prediction SUPER__8.520
ENSG00000226479.1	gene_21611	evm.TU.SUPER__8.937	SUPER__8	EVM	gene	85317941	85331887	.	-	.	ID=evm.TU.SUPER__8.937;Name=EVM prediction SUPER__8.937
ENSG00000232125.1	gene_21703	reg_15338	SUPER__8	TOGA	gene	14109962	14158576	.	-	.	ID=reg_15338;Name=gene.reg_15338
ENSG00000233608.1	gene_21723	evm.TU.SUPER__8.498	SUPER__8	EVM	gene	35545933	35546415	.	+	.	ID=evm.TU.SUPER__8.498;Name=EVM prediction SUPER__8.498
ENSG00000235118.1	gene_21777	evm.TU.SUPER__8.200	SUPER__8	EVM	gene	14102860	14107070	.	+	.	ID=evm.TU.SUPER__8.200;Name=EVM prediction SUPER__8.200
ENSG00000237412.1	gene_21880	evm.TU.SUPER__8.426	SUPER__8	EVM	gene	31915008	31920142	.	+	.	ID=evm.TU.SUPER__8.426;Name=EVM prediction SUPER__8.426
ENSG00000237524.1	gene_21895	reg_15173	SUPER__8	TOGA	gene	86794565	86797352	.	-	.	ID=reg_15173;Name=gene.reg_15173
ENSG00000239306.2	gene_21921	evm.TU.SUPER__8.272	SUPER__8	EVM	gene	21802700	21804343	.	+	.	ID=evm.TU.SUPER__8.272;Name=EVM prediction SUPER__8.272
ENSG00000239474.1	gene_21924	reg_15417	SUPER__8	TOGA	gene	47605281	47620935	.	-	.	ID=reg_15417;Name=gene.reg_15417
ENSG00000240344.1	gene_21974	evm.TU.SUPER__8.137	SUPER__8	EVM	gene	9601891	9607758	.	-	.	ID=evm.TU.SUPER__8.137;Name=EVM prediction SUPER__8.137
ENSG00000241399.1	gene_21998	reg_13264	SUPER__8	TOGA	gene	55318970	55353877	.	+	.	ID=reg_13264;Name=gene.reg_13264
ENSG00000241635.1	gene_22005	reg_13232	SUPER__8	TOGA	gene	32674146	32739559	.	+	.	ID=reg_13232;Name=gene.reg_13232
ENSG00000247626.1	gene_22152	evm.TU.SUPER__8.109	SUPER__8	EVM	gene	7181533	7183320	.	+	.	ID=evm.TU.SUPER__8.109;Name=EVM prediction SUPER__8.109
ENSG00000258223.4	gene_22360	evm.TU.SUPER__8.60	SUPER__8	EVM	gene	3374990	3378869	.	-	.	ID=evm.TU.SUPER__8.60;Name=EVM prediction SUPER__8.60
ENSG00000283039.10	gene_22907	evm.TU.SUPER__8.870	SUPER__8	EVM	gene	77472489	77473478	.	+	.	ID=evm.TU.SUPER__8.870;Name=EVM prediction SUPER__8.870
ENSG00000283039.11	gene_22908	evm.TU.SUPER__8.875	SUPER__8	EVM	gene	77661922	77662896	.	+	.	ID=evm.TU.SUPER__8.875;Name=EVM prediction SUPER__8.875
ENSG00000283428.1	gene_22930	evm.TU.SUPER__8.354	SUPER__8	EVM	gene	26511866	26522067	.	-	.	ID=evm.TU.SUPER__8.354;Name=EVM prediction SUPER__8.354
ENSG00000283761.1	gene_22962	evm.TU.SUPER__8.719	SUPER__8	EVM	gene	54614572	54615468	.	+	.	ID=evm.TU.SUPER__8.719;Name=EVM prediction SUPER__8.719
ENSG00000286053.1	gene_23022	evm.TU.SUPER__8.44	SUPER__8	EVM	gene	2818179	2823313	.	+	.	ID=evm.TU.SUPER__8.44;Name=EVM prediction SUPER__8.44
ENSG00000286095.1	gene_23026	evm.TU.SUPER__8.319	SUPER__8	EVM	gene	22830851	22832700	.	+	.	ID=evm.TU.SUPER__8.319;Name=EVM prediction SUPER__8.319
ENSG00000288702.1	gene_23060	evm.TU.SUPER__8.445	SUPER__8	EVM	gene	32714667	32739559	.	+	.	ID=evm.TU.SUPER__8.445;Name=EVM prediction SUPER__8.445
ENSG00000000419.1	gene_3	reg_16107	SUPER__9	TOGA	gene	9924005	9945132	.	+	.	ID=reg_16107;Name=gene.reg_16107
ENSG00000017797.1	gene_557	evm.TU.SUPER__9.858	SUPER__9	EVM	gene	60172389	60196315	.	+	.	ID=evm.TU.SUPER__9.858;Name=EVM prediction SUPER__9.858
ENSG00000019186.1	gene_571	evm.TU.SUPER__9.156	SUPER__9	EVM	gene	7533785	7547986	.	+	.	ID=evm.TU.SUPER__9.156;Name=EVM prediction SUPER__9.156
ENSG00000020256.1	gene_580	reg_16042	SUPER__9	TOGA	gene	9036881	9120852	.	+	.	ID=reg_16042;Name=gene.reg_16042
ENSG00000022267.3	gene_603	evm.TU.SUPER__9.455	SUPER__9	EVM	gene	30445933	30446349	.	+	.	ID=evm.TU.SUPER__9.455;Name=EVM prediction SUPER__9.455
ENSG00000022277.1	gene_604	reg_19653	SUPER__9	TOGA	gene	5904949	5932904	.	-	.	ID=reg_19653;Name=gene.reg_19653
ENSG00000025293.1	gene_634	evm.TU.SUPER__9.590	SUPER__9	EVM	gene	35204684	35303195	.	+	.	ID=evm.TU.SUPER__9.590;Name=EVM prediction SUPER__9.590
ENSG00000025772.2	gene_639	evm.TU.SUPER__9.1014	SUPER__9	EVM	gene	67500042	67518284	.	+	.	ID=evm.TU.SUPER__9.1014;Name=EVM prediction SUPER__9.1014
ENSG00000026559.1	gene_647	evm.TU.SUPER__9.181	SUPER__9	EVM	gene	9884121	9891075	.	+	.	ID=evm.TU.SUPER__9.181;Name=EVM prediction SUPER__9.181
ENSG00000037241.4	gene_739	evm.TU.SUPER__9.960	SUPER__9	EVM	gene	66537981	66555322	.	-	.	ID=evm.TU.SUPER__9.960;Name=EVM prediction SUPER__9.960
ENSG00000041353.1	gene_785	evm.TU.SUPER__9.631	SUPER__9	EVM	gene	37741635	37772918	.	+	.	ID=evm.TU.SUPER__9.631;Name=EVM prediction SUPER__9.631
ENSG00000042062.1	gene_792	reg_16003	SUPER__9	TOGA	gene	10124993	10180617	.	+	.	ID=reg_16003;Name=gene.reg_16003
ENSG00000046604.1	gene_824	evm.TU.SUPER__9.1205	SUPER__9	EVM	gene	87179567	87212766	.	-	.	ID=evm.TU.SUPER__9.1205;Name=EVM prediction SUPER__9.1205
ENSG00000049759.2	gene_897	evm.TU.SUPER__9.651	SUPER__9	EVM	gene	40276785	40387373	.	+	.	ID=evm.TU.SUPER__9.651;Name=EVM prediction SUPER__9.651
ENSG00000053438.1	gene_948	evm.TU.SUPER__9.615	SUPER__9	EVM	gene	36659577	36661151	.	+	.	ID=evm.TU.SUPER__9.615;Name=EVM prediction SUPER__9.615
ENSG00000053747.1	gene_952	reg_19627	SUPER__9	TOGA	gene	91439086	91580749	.	-	.	ID=reg_19627;Name=gene.reg_19627
ENSG00000054793.1	gene_971	evm.TU.SUPER__9.179	SUPER__9	EVM	gene	9365365	9482092	.	+	.	ID=evm.TU.SUPER__9.179;Name=EVM prediction SUPER__9.179
ENSG00000054796.1	gene_972	reg_19468	SUPER__9	TOGA	gene	5346934	5361766	.	-	.	ID=reg_19468;Name=gene.reg_19468
ENSG00000054803.1	gene_973	evm.TU.SUPER__9.145	SUPER__9	EVM	gene	6245243	6250753	.	+	.	ID=evm.TU.SUPER__9.145;Name=EVM prediction SUPER__9.145
ENSG00000057149.1	gene_1018	evm.TU.SUPER__9.688	SUPER__9	EVM	gene	43912976	43920461	.	-	.	ID=evm.TU.SUPER__9.688;Name=EVM prediction SUPER__9.688
ENSG00000058262.1	gene_1033	evm.TU.SUPER__9.920	SUPER__9	EVM	gene	64033141	64047598	.	+	.	ID=evm.TU.SUPER__9.920;Name=EVM prediction SUPER__9.920
ENSG00000060069.1	gene_1060	evm.TU.SUPER__9.777	SUPER__9	EVM	gene	52337696	52372671	.	+	.	ID=evm.TU.SUPER__9.777;Name=EVM prediction SUPER__9.777
ENSG00000060491.1	gene_1067	evm.TU.SUPER__9.49	SUPER__9	EVM	gene	1428784	1436204	.	-	.	ID=evm.TU.SUPER__9.49;Name=EVM prediction SUPER__9.49
ENSG00000061656.1	gene_1086	evm.TU.SUPER__9.585	SUPER__9	EVM	gene	35062287	35066388	.	+	.	ID=evm.TU.SUPER__9.585;Name=EVM prediction SUPER__9.585
ENSG00000062598.1	gene_1103	evm.TU.SUPER__9.958	SUPER__9	EVM	gene	66477541	66501401	.	+	.	ID=evm.TU.SUPER__9.958;Name=EVM prediction SUPER__9.958
ENSG00000064205.1	gene_1143	evm.TU.SUPER__9.1020	SUPER__9	EVM	gene	67685875	67697269	.	-	.	ID=evm.TU.SUPER__9.1020;Name=EVM prediction SUPER__9.1020
ENSG00000064601.1	gene_1160	evm.TU.SUPER__9.972	SUPER__9	EVM	gene	66915259	66920794	.	-	.	ID=evm.TU.SUPER__9.972;Name=EVM prediction SUPER__9.972
ENSG00000064655.1	gene_1164	evm.TU.SUPER__9.951	SUPER__9	EVM	gene	65971371	66112443	.	-	.	ID=evm.TU.SUPER__9.951;Name=EVM prediction SUPER__9.951
ENSG00000064787.1	gene_1171	evm.TU.SUPER__9.158	SUPER__9	EVM	gene	7609355	7673336	.	+	.	ID=evm.TU.SUPER__9.158;Name=EVM prediction SUPER__9.158
ENSG00000065427.4	gene_1204	evm.TU.SUPER__9.313	SUPER__9	EVM	gene	19756328	19757136	.	+	.	ID=evm.TU.SUPER__9.313;Name=EVM prediction SUPER__9.313
ENSG00000066926.1	gene_1274	evm.TU.SUPER__9.645	SUPER__9	EVM	gene	39781281	39813249	.	-	.	ID=evm.TU.SUPER__9.645;Name=EVM prediction SUPER__9.645
ENSG00000067900.1	gene_1316	evm.TU.SUPER__9.804	SUPER__9	EVM	gene	54049343	54187272	.	+	.	ID=evm.TU.SUPER__9.804;Name=EVM prediction SUPER__9.804
ENSG00000070476.1	gene_1416	evm.TU.SUPER__9.902	SUPER__9	EVM	gene	63022670	63049449	.	-	.	ID=evm.TU.SUPER__9.902;Name=EVM prediction SUPER__9.902
ENSG00000071991.1	gene_1483	reg_19537	SUPER__9	TOGA	gene	45602955	45641373	.	-	.	ID=reg_19537;Name=gene.reg_19537
ENSG00000073111.1	gene_1565	evm.TU.SUPER__9.912	SUPER__9	EVM	gene	63769255	63787932	.	+	.	ID=evm.TU.SUPER__9.912;Name=EVM prediction SUPER__9.912
ENSG00000074416.1	gene_1622	evm.TU.SUPER__9.916	SUPER__9	EVM	gene	63843381	63943539	.	-	.	ID=evm.TU.SUPER__9.916;Name=EVM prediction SUPER__9.916
ENSG00000074657.1	gene_1628	evm.TU.SUPER__9.656	SUPER__9	EVM	gene	40690750	40784247	.	+	.	ID=evm.TU.SUPER__9.656;Name=EVM prediction SUPER__9.656
ENSG00000074695.1	gene_1630	evm.TU.SUPER__9.665	SUPER__9	EVM	gene	40981708	41002939	.	-	.	ID=evm.TU.SUPER__9.665;Name=EVM prediction SUPER__9.665
ENSG00000075043.1	gene_1642	evm.TU.SUPER__9.35	SUPER__9	EVM	gene	953192	994644	.	+	.	ID=evm.TU.SUPER__9.35;Name=EVM prediction SUPER__9.35
ENSG00000075336.1	gene_1660	evm.TU.SUPER__9.735	SUPER__9	EVM	gene	49495702	49499494	.	+	.	ID=evm.TU.SUPER__9.735;Name=EVM prediction SUPER__9.735
ENSG00000075643.1	gene_1677	evm.TU.SUPER__9.1091	SUPER__9	EVM	gene	72721944	72764090	.	+	.	ID=evm.TU.SUPER__9.1091;Name=EVM prediction SUPER__9.1091
ENSG00000075785.1	gene_1682	evm.TU.SUPER__9.931	SUPER__9	EVM	gene	64592792	64608203	.	+	.	ID=evm.TU.SUPER__9.931;Name=EVM prediction SUPER__9.931
ENSG00000077549.3	gene_1760	evm.TU.SUPER__9.336	SUPER__9	EVM	gene	22987002	22987370	.	+	.	ID=evm.TU.SUPER__9.336;Name=EVM prediction SUPER__9.336
ENSG00000077984.1	gene_1771	evm.TU.SUPER__9.218	SUPER__9	EVM	gene	11931500	11940256	.	-	.	ID=evm.TU.SUPER__9.218;Name=EVM prediction SUPER__9.218
ENSG00000078043.1	gene_1773	evm.TU.SUPER__9.1133	SUPER__9	EVM	gene	80167170	80234248	.	-	.	ID=evm.TU.SUPER__9.1133;Name=EVM prediction SUPER__9.1133
ENSG00000078142.1	gene_1783	reg_16126	SUPER__9	TOGA	gene	77039700	77113322	.	+	.	ID=reg_16126;Name=gene.reg_16126
ENSG00000078699.1	gene_1809	evm.TU.SUPER__9.544	SUPER__9	EVM	gene	33240981	33389552	.	+	.	ID=evm.TU.SUPER__9.544;Name=EVM prediction SUPER__9.544
ENSG00000078747.1	gene_1811	evm.TU.SUPER__9.557	SUPER__9	EVM	gene	33981743	34067714	.	+	.	ID=evm.TU.SUPER__9.557;Name=EVM prediction SUPER__9.557
ENSG00000078804.1	gene_1813	evm.TU.SUPER__9.562	SUPER__9	EVM	gene	34228948	34230511	.	+	.	ID=evm.TU.SUPER__9.562;Name=EVM prediction SUPER__9.562
ENSG00000078814.1	gene_1815	reg_16043	SUPER__9	TOGA	gene	34505651	34529093	.	+	.	ID=reg_16043;Name=gene.reg_16043
ENSG00000078898.1	gene_1816	evm.TU.SUPER__9.531	SUPER__9	EVM	gene	32863674	32879395	.	+	.	ID=evm.TU.SUPER__9.531;Name=EVM prediction SUPER__9.531
ENSG00000079101.1	gene_1822	evm.TU.SUPER__9.810	SUPER__9	EVM	gene	54552866	54588520	.	+	.	ID=evm.TU.SUPER__9.810;Name=EVM prediction SUPER__9.810
ENSG00000079134.1	gene_1825	reg_19689	SUPER__9	TOGA	gene	54250422	54282008	.	-	.	ID=reg_19689;Name=gene.reg_19689
ENSG00000080189.1	gene_1901	reg_16044	SUPER__9	TOGA	gene	66509419	66517024	.	+	.	ID=reg_16044;Name=gene.reg_16044
ENSG00000080839.1	gene_1928	evm.TU.SUPER__9.607	SUPER__9	EVM	gene	36204782	36286650	.	-	.	ID=evm.TU.SUPER__9.607;Name=EVM prediction SUPER__9.607
ENSG00000080845.1	gene_1929	evm.TU.SUPER__9.598	SUPER__9	EVM	gene	35710287	35785149	.	+	.	ID=evm.TU.SUPER__9.598;Name=EVM prediction SUPER__9.598
ENSG00000080986.1	gene_1931	evm.TU.SUPER__9.820	SUPER__9	EVM	gene	55668339	55707657	.	+	.	ID=evm.TU.SUPER__9.820;Name=EVM prediction SUPER__9.820
ENSG00000081138.1	gene_1943	evm.TU.SUPER__9.696	SUPER__9	EVM	gene	45162142	45280061	.	+	.	ID=evm.TU.SUPER__9.696;Name=EVM prediction SUPER__9.696
ENSG00000081913.1	gene_1966	evm.TU.SUPER__9.679	SUPER__9	EVM	gene	43222827	43428342	.	+	.	ID=evm.TU.SUPER__9.679;Name=EVM prediction SUPER__9.679
ENSG00000081923.1	gene_1967	evm.TU.SUPER__9.647	SUPER__9	EVM	gene	39848865	39902545	.	-	.	ID=evm.TU.SUPER__9.647;Name=EVM prediction SUPER__9.647
ENSG00000082212.1	gene_1981	evm.TU.SUPER__9.1164	SUPER__9	EVM	gene	82617157	82650572	.	+	.	ID=evm.TU.SUPER__9.1164;Name=EVM prediction SUPER__9.1164
ENSG00000082397.1	gene_1986	reg_19439	SUPER__9	TOGA	gene	57348663	57434935	.	-	.	ID=reg_19439;Name=gene.reg_19439
ENSG00000085415.1	gene_2094	evm.TU.SUPER__9.889	SUPER__9	EVM	gene	62128170	62155208	.	+	.	ID=evm.TU.SUPER__9.889;Name=EVM prediction SUPER__9.889
ENSG00000086589.3	gene_2148	evm.TU.SUPER__9.704	SUPER__9	EVM	gene	46467789	46524687	.	-	.	ID=evm.TU.SUPER__9.704;Name=EVM prediction SUPER__9.704
ENSG00000087460.1	gene_2202	evm.TU.SUPER__9.96	SUPER__9	EVM	gene	4084508	4130444	.	-	.	ID=evm.TU.SUPER__9.96;Name=EVM prediction SUPER__9.96
ENSG00000087495.1	gene_2205	evm.TU.SUPER__9.85	SUPER__9	EVM	gene	3214758	3349696	.	-	.	ID=evm.TU.SUPER__9.85;Name=EVM prediction SUPER__9.85
ENSG00000087510.1	gene_2207	reg_19828	SUPER__9	TOGA	gene	5816812	5824794	.	-	.	ID=reg_19828;Name=gene.reg_19828
ENSG00000087586.1	gene_2211	evm.TU.SUPER__9.139	SUPER__9	EVM	gene	5998967	6010015	.	+	.	ID=evm.TU.SUPER__9.139;Name=EVM prediction SUPER__9.139
ENSG00000087589.1	gene_2212	evm.TU.SUPER__9.137	SUPER__9	EVM	gene	5944759	5976762	.	-	.	ID=evm.TU.SUPER__9.137;Name=EVM prediction SUPER__9.137
ENSG00000088298.1	gene_2226	reg_19715	SUPER__9	TOGA	gene	34642497	34674004	.	-	.	ID=reg_19715;Name=gene.reg_19715
ENSG00000088305.1	gene_2227	reg_16023	SUPER__9	TOGA	gene	32694573	32717672	.	+	.	ID=reg_16023;Name=gene.reg_16023
ENSG00000088320.1	gene_2228	evm.TU.SUPER__9.500	SUPER__9	EVM	gene	31655777	31662773	.	+	.	ID=evm.TU.SUPER__9.500;Name=EVM prediction SUPER__9.500
ENSG00000088325.1	gene_2229	evm.TU.SUPER__9.505	SUPER__9	EVM	gene	31870668	31912622	.	+	.	ID=evm.TU.SUPER__9.505;Name=EVM prediction SUPER__9.505
ENSG00000088356.2	gene_2231	evm.TU.SUPER__9.512	SUPER__9	EVM	gene	32020169	32028423	.	-	.	ID=evm.TU.SUPER__9.512;Name=EVM prediction SUPER__9.512
ENSG00000088367.1	gene_2232	reg_15895	SUPER__9	TOGA	gene	35439228	35528900	.	+	.	ID=reg_15895;Name=gene.reg_15895
ENSG00000088756.1	gene_2243	evm.TU.SUPER__9.841	SUPER__9	EVM	gene	58341048	58471440	.	+	.	ID=evm.TU.SUPER__9.841;Name=EVM prediction SUPER__9.841
ENSG00000088766.1	gene_2244	evm.TU.SUPER__9.371	SUPER__9	EVM	gene	26890692	26912049	.	-	.	ID=evm.TU.SUPER__9.371;Name=EVM prediction SUPER__9.371
ENSG00000088782.1	gene_2245	evm.TU.SUPER__9.486	SUPER__9	EVM	gene	31376241	31378132	.	-	.	ID=evm.TU.SUPER__9.486;Name=EVM prediction SUPER__9.486
ENSG00000088812.1	gene_2247	evm.TU.SUPER__9.410	SUPER__9	EVM	gene	28559808	28718869	.	-	.	ID=evm.TU.SUPER__9.410;Name=EVM prediction SUPER__9.410
ENSG00000088826.1	gene_2248	reg_19633	SUPER__9	TOGA	gene	28130852	28142138	.	-	.	ID=reg_19633;Name=gene.reg_19633
ENSG00000088827.1	gene_2249	reg_16341	SUPER__9	TOGA	gene	28507993	28525181	.	+	.	ID=reg_16341;Name=gene.reg_16341
ENSG00000088833.1	gene_2250	reg_16150	SUPER__9	TOGA	gene	30359318	30385061	.	+	.	ID=reg_16150;Name=gene.reg_16150
ENSG00000088836.1	gene_2251	reg_15888	SUPER__9	TOGA	gene	28893331	28902305	.	+	.	ID=reg_15888;Name=gene.reg_15888
ENSG00000088854.1	gene_2252	evm.TU.SUPER__9.411	SUPER__9	EVM	gene	28752863	28880583	.	+	.	ID=evm.TU.SUPER__9.411;Name=EVM prediction SUPER__9.411
ENSG00000088876.1	gene_2253	reg_16160	SUPER__9	TOGA	gene	29432511	29442404	.	+	.	ID=reg_16160;Name=gene.reg_16160
ENSG00000088881.1	gene_2254	reg_19811	SUPER__9	TOGA	gene	29269324	29322814	.	-	.	ID=reg_19811;Name=gene.reg_19811
ENSG00000088882.1	gene_2255	evm.TU.SUPER__9.427	SUPER__9	EVM	gene	29244313	29250541	.	+	.	ID=evm.TU.SUPER__9.427;Name=EVM prediction SUPER__9.427
ENSG00000088888.1	gene_2256	evm.TU.SUPER__9.399	SUPER__9	EVM	gene	28376250	28384810	.	-	.	ID=evm.TU.SUPER__9.399;Name=EVM prediction SUPER__9.399
ENSG00000088899.1	gene_2257	evm.TU.SUPER__9.415	SUPER__9	EVM	gene	28954204	28956846	.	+	.	ID=evm.TU.SUPER__9.415;Name=EVM prediction SUPER__9.415
ENSG00000088930.1	gene_2259	evm.TU.SUPER__9.260	SUPER__9	EVM	gene	14103341	14177114	.	-	.	ID=evm.TU.SUPER__9.260;Name=EVM prediction SUPER__9.260
ENSG00000088970.1	gene_2260	evm.TU.SUPER__9.261	SUPER__9	EVM	gene	14203570	14333167	.	-	.	ID=evm.TU.SUPER__9.261;Name=EVM prediction SUPER__9.261
ENSG00000089006.1	gene_2264	evm.TU.SUPER__9.288	SUPER__9	EVM	gene	16753529	16781006	.	+	.	ID=evm.TU.SUPER__9.288;Name=EVM prediction SUPER__9.288
