userId	geneSymbol	geneName	entrezgene	score	gLink
NHSL2	NHSL2	NHS like 2	340527	0.229303566519624	https://www.ncbi.nlm.nih.gov/gene/?term=340527
NISCH	NISCH	nischarin	11188	0.616885777238227	https://www.ncbi.nlm.nih.gov/gene/?term=11188
NKIRAS2	NKIRAS2	NFKB inhibitor interacting Ras like 2	28511	0.704096589719293	https://www.ncbi.nlm.nih.gov/gene/?term=28511
NKPD1	NKPD1	NTPase KAP family P-loop domain containing 1	284353	0.929840553258052	https://www.ncbi.nlm.nih.gov/gene/?term=284353
NLE1	NLE1	notchless homolog 1	54475	0.232990873180351	https://www.ncbi.nlm.nih.gov/gene/?term=54475
NLRP1	NLRP1	NLR family pyrin domain containing 1	22861	0.634881913311208	https://www.ncbi.nlm.nih.gov/gene/?term=22861
NLRP3	NLRP3	NLR family pyrin domain containing 3	114548	0.422625791858363	https://www.ncbi.nlm.nih.gov/gene/?term=114548
NOM1	NOM1	nucleolar protein with MIF4G domain 1	64434	0.6085461861089163	https://www.ncbi.nlm.nih.gov/gene/?term=64434
NPAS3	NPAS3	neuronal PAS domain protein 3	64067	0.151351745353402	https://www.ncbi.nlm.nih.gov/gene/?term=64067
NPB	NPB	neuropeptide B	256933	2.3980093734254	https://www.ncbi.nlm.nih.gov/gene/?term=256933
NPY	NPY	neuropeptide Y	4852	0.538811437871783	https://www.ncbi.nlm.nih.gov/gene/?term=4852
NR0B1	NR0B1	nuclear receptor subfamily 0 group B member 1	190	0.251139201959707	https://www.ncbi.nlm.nih.gov/gene/?term=190
NR2C1	NR2C1	nuclear receptor subfamily 2 group C member 1	7181	1.66877933180664	https://www.ncbi.nlm.nih.gov/gene/?term=7181
NTN5	NTN5	netrin 5	126147	0.17296451762454	https://www.ncbi.nlm.nih.gov/gene/?term=126147
NTNG2	NTNG2	netrin G2	84628	0.419572849166316	https://www.ncbi.nlm.nih.gov/gene/?term=84628
OAS1	OAS1	2'-5'-oligoadenylate synthetase 1	4938	0.7684260640236102	https://www.ncbi.nlm.nih.gov/gene/?term=4938
OGG1	OGG1	8-oxoguanine DNA glycosylase	4968	0.598963787183305	https://www.ncbi.nlm.nih.gov/gene/?term=4968
OR10Q1	OR10Q1	olfactory receptor family 10 subfamily Q member 1	219960	0.722167664275389	https://www.ncbi.nlm.nih.gov/gene/?term=219960
OR1E1	OR1E1	olfactory receptor family 1 subfamily E member 1	8387	1.45231250552512	https://www.ncbi.nlm.nih.gov/gene/?term=8387
OR2F1	OR2F1	olfactory receptor family 2 subfamily F member 1 (gene/pseudogene)	26211	1.47857122784518	https://www.ncbi.nlm.nih.gov/gene/?term=26211
OR4A16	OR4A16	olfactory receptor family 4 subfamily A member 16	81327	2.92049926910942	https://www.ncbi.nlm.nih.gov/gene/?term=81327
OR4C3	OR4C3	olfactory receptor family 4 subfamily C member 3	256144	0.643167553835027	https://www.ncbi.nlm.nih.gov/gene/?term=256144
OR4M1	OR4M1	olfactory receptor family 4 subfamily M member 1	441670	0.651951725922376	https://www.ncbi.nlm.nih.gov/gene/?term=441670
OR51F1	OR51F1	olfactory receptor family 51 subfamily F member 1 (gene/pseudogene)	256892	0.57810816684214394	https://www.ncbi.nlm.nih.gov/gene/?term=256892
OR51F2	OR51F2	olfactory receptor family 51 subfamily F member 2	119694	0.44004891291207504	https://www.ncbi.nlm.nih.gov/gene/?term=119694
OR5B2	OR5B2	olfactory receptor family 5 subfamily B member 2	390190	2.14629545707696	https://www.ncbi.nlm.nih.gov/gene/?term=390190
OR5F1	OR5F1	olfactory receptor family 5 subfamily F member 1	338674	0.645185434739325	https://www.ncbi.nlm.nih.gov/gene/?term=338674
OR5M8	OR5M8	olfactory receptor family 5 subfamily M member 8	219484	0.354165660003415	https://www.ncbi.nlm.nih.gov/gene/?term=219484
OR6C6	OR6C6	olfactory receptor family 6 subfamily C member 6	283365	0.79554121217407	https://www.ncbi.nlm.nih.gov/gene/?term=283365
OR7A5	OR7A5	olfactory receptor family 7 subfamily A member 5	26659	0.564816810943245	https://www.ncbi.nlm.nih.gov/gene/?term=26659
OSCAR	OSCAR	osteoclast associated, immunoglobulin-like receptor	126014	1.71768296406771	https://www.ncbi.nlm.nih.gov/gene/?term=126014
OSMR	OSMR	oncostatin M receptor	9180	0.891613203886306	https://www.ncbi.nlm.nih.gov/gene/?term=9180
OTOF	OTOF	otoferlin	9381	0.273341211555741	https://www.ncbi.nlm.nih.gov/gene/?term=9381
P2RX1	P2RX1	purinergic receptor P2X 1	5023	1.3133313142339849	https://www.ncbi.nlm.nih.gov/gene/?term=5023
P2RX6	P2RX6	purinergic receptor P2X 6	9127	0.840956108176625	https://www.ncbi.nlm.nih.gov/gene/?term=9127
PAAF1	PAAF1	proteasomal ATPase associated factor 1	80227	1.7124341207484801	https://www.ncbi.nlm.nih.gov/gene/?term=80227
PALM3	PALM3	paralemmin 3	342979	0.3207196493408585	https://www.ncbi.nlm.nih.gov/gene/?term=342979
PAM16	PAM16	presequence translocase associated motor 16	51025	1.99162042020414	https://www.ncbi.nlm.nih.gov/gene/?term=51025
PARP3	PARP3	poly(ADP-ribose) polymerase family member 3	10039	0.347219636010294	https://www.ncbi.nlm.nih.gov/gene/?term=10039
PARP4	PARP4	poly(ADP-ribose) polymerase family member 4	143	0.23470624670723	https://www.ncbi.nlm.nih.gov/gene/?term=143
PASK	PASK	PAS domain containing serine/threonine kinase	23178	0.353068013010701	https://www.ncbi.nlm.nih.gov/gene/?term=23178
PBXIP1	PBXIP1	PBX homeobox interacting protein 1	57326	0.3355983982378117	https://www.ncbi.nlm.nih.gov/gene/?term=57326
PCLO	PCLO	piccolo presynaptic cytomatrix protein	27445	0.311246738392096	https://www.ncbi.nlm.nih.gov/gene/?term=27445
PCMT1	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase	5110	1.5176265642918534	https://www.ncbi.nlm.nih.gov/gene/?term=5110
PDYN	PDYN	prodynorphin	5173	0.214078206304713	https://www.ncbi.nlm.nih.gov/gene/?term=5173
PDZD3	PDZD3	PDZ domain containing 3	79849	0.602517758890136	https://www.ncbi.nlm.nih.gov/gene/?term=79849
PF4	PF4	platelet factor 4	5196	0.661981889231394	https://www.ncbi.nlm.nih.gov/gene/?term=5196
PHB2	PHB2	prohibitin 2	11331	0.594996422977572	https://www.ncbi.nlm.nih.gov/gene/?term=11331
PHC3	PHC3	polyhomeotic homolog 3	80012	0.145034348231486	https://www.ncbi.nlm.nih.gov/gene/?term=80012
PHLDA1	PHLDA1	pleckstrin homology like domain family A member 1	22822	0.604076104842423	https://www.ncbi.nlm.nih.gov/gene/?term=22822
PIGB	PIGB	phosphatidylinositol glycan anchor biosynthesis class B	9488	0.524882514798274	https://www.ncbi.nlm.nih.gov/gene/?term=9488
PIGR	PIGR	polymeric immunoglobulin receptor	5284	0.464489406942584	https://www.ncbi.nlm.nih.gov/gene/?term=5284
PIK3R6	PIK3R6	phosphoinositide-3-kinase regulatory subunit 6	146850	0.270010312107323	https://www.ncbi.nlm.nih.gov/gene/?term=146850
PIP5K1C	PIP5K1C	phosphatidylinositol-4-phosphate 5-kinase type 1 gamma	23396	0.394206720428227	https://www.ncbi.nlm.nih.gov/gene/?term=23396
PKDREJ	PKDREJ	polycystin family receptor for egg jelly	10343	0.22088482377622	https://www.ncbi.nlm.nih.gov/gene/?term=10343
PKM	PKM	pyruvate kinase M1/2	5315	0.3619891279215895	https://www.ncbi.nlm.nih.gov/gene/?term=5315
PKP3	PKP3	plakophilin 3	11187	0.52678242453937	https://www.ncbi.nlm.nih.gov/gene/?term=11187
PLA2G2A	PLA2G2A	phospholipase A2 group IIA	5320	4.367275344690345	https://www.ncbi.nlm.nih.gov/gene/?term=5320
PLA2G4A	PLA2G4A	phospholipase A2 group IVA	5321	0.839091392867164	https://www.ncbi.nlm.nih.gov/gene/?term=5321
PLEC	PLEC	plectin	5339	0.0493820479769011	https://www.ncbi.nlm.nih.gov/gene/?term=5339
PLEKHA6	PLEKHA6	pleckstrin homology domain containing A6	22874	0.23171939921004	https://www.ncbi.nlm.nih.gov/gene/?term=22874
PLPPR3	PLPPR3	phospholipid phosphatase related 3	79948	0.324963002456681	https://www.ncbi.nlm.nih.gov/gene/?term=79948
PLXNB2	PLXNB2	plexin B2	23654	0.0928613817703003	https://www.ncbi.nlm.nih.gov/gene/?term=23654
PNMA6F	PNMA6F	PNMA family member 6F	105373377	0.808714856335199	https://www.ncbi.nlm.nih.gov/gene/?term=105373377
PNMA8A	PNMA8A	PNMA family member 8A	55228	0.63628251646923	https://www.ncbi.nlm.nih.gov/gene/?term=55228
PNOC	PNOC	prepronociceptin	5368	0.930758927799108	https://www.ncbi.nlm.nih.gov/gene/?term=5368
PNPLA3	PNPLA3	patatin like phospholipase domain containing 3	80339	0.576190024687857	https://www.ncbi.nlm.nih.gov/gene/?term=80339
PNPLA5	PNPLA5	patatin like phospholipase domain containing 5	150379	0.257380946369877	https://www.ncbi.nlm.nih.gov/gene/?term=150379
POC5	POC5	POC5 centriolar protein	134359	0.392424457473335	https://www.ncbi.nlm.nih.gov/gene/?term=134359
PODN	PODN	podocan	127435	0.0324711969369048	https://www.ncbi.nlm.nih.gov/gene/?term=127435
POLR1B	POLR1B	RNA polymerase I subunit B	84172	0.965273682692213	https://www.ncbi.nlm.nih.gov/gene/?term=84172
PPP1R12A	PPP1R12A	protein phosphatase 1 regulatory subunit 12A	4659	0.39754032761435754	https://www.ncbi.nlm.nih.gov/gene/?term=4659
PPP1R26	PPP1R26	protein phosphatase 1 regulatory subunit 26	9858	0.194361096462214	https://www.ncbi.nlm.nih.gov/gene/?term=9858
PPP2R1B	PPP2R1B	protein phosphatase 2 scaffold subunit Abeta	5519	0.430450877808678	https://www.ncbi.nlm.nih.gov/gene/?term=5519
PRG3	PRG3	proteoglycan 3, pro eosinophil major basic protein 2	10394	0.612157658194483	https://www.ncbi.nlm.nih.gov/gene/?term=10394
PRICKLE2	PRICKLE2	prickle planar cell polarity protein 2	166336	0.0885348194531806	https://www.ncbi.nlm.nih.gov/gene/?term=166336
PRIM2	PRIM2	DNA primase subunit 2	5558	1.07612760525929	https://www.ncbi.nlm.nih.gov/gene/?term=5558
PROB1	PROB1	proline rich basic protein 1	389333	0.694027246827804	https://www.ncbi.nlm.nih.gov/gene/?term=389333
PROX2	PROX2	prospero homeobox 2	283571	0.37707636581779946	https://www.ncbi.nlm.nih.gov/gene/?term=283571
PRPF38B	PRPF38B	pre-mRNA processing factor 38B	55119	2.31072933590726	https://www.ncbi.nlm.nih.gov/gene/?term=55119
PRR18	PRR18	proline rich 18	285800	0.154026755345186	https://www.ncbi.nlm.nih.gov/gene/?term=285800
PRRC1	PRRC1	proline rich coiled-coil 1	133619	0.468361779101601	https://www.ncbi.nlm.nih.gov/gene/?term=133619
PRSS12	PRSS12	serine protease 12	8492	0.138582540792156	https://www.ncbi.nlm.nih.gov/gene/?term=8492
PRSS50	PRSS50	serine protease 50	29122	0.340015877584251	https://www.ncbi.nlm.nih.gov/gene/?term=29122
PRUNE2	PRUNE2	prune homolog 2 with BCH domain	158471	0.418881074303412	https://www.ncbi.nlm.nih.gov/gene/?term=158471
PRX	PRX	periaxin	57716	0.9723290639807	https://www.ncbi.nlm.nih.gov/gene/?term=57716
PTAR1	PTAR1	protein prenyltransferase alpha subunit repeat containing 1	375743	1.567101159854625	https://www.ncbi.nlm.nih.gov/gene/?term=375743
PTGDR	PTGDR	prostaglandin D2 receptor	5729	0.9189913964786924	https://www.ncbi.nlm.nih.gov/gene/?term=5729
PTGFR	PTGFR	prostaglandin F receptor	5737	0.404291924439094	https://www.ncbi.nlm.nih.gov/gene/?term=5737
PTPDC1	PTPDC1	protein tyrosine phosphatase domain containing 1	138639	0.330410005767665	https://www.ncbi.nlm.nih.gov/gene/?term=138639
PTPMT1	PTPMT1	protein tyrosine phosphatase, mitochondrial 1	114971	0.605497564925136	https://www.ncbi.nlm.nih.gov/gene/?term=114971
PTPN7	PTPN7	protein tyrosine phosphatase, non-receptor type 7	5778	0.190502570719821	https://www.ncbi.nlm.nih.gov/gene/?term=5778
PTPRC	PTPRC	protein tyrosine phosphatase, receptor type C	5788	0.842136521940789	https://www.ncbi.nlm.nih.gov/gene/?term=5788
PTPRH	PTPRH	protein tyrosine phosphatase, receptor type H	5794	0.8012577327297086	https://www.ncbi.nlm.nih.gov/gene/?term=5794
PXT1	PXT1	peroxisomal testis enriched protein 1	222659	0.171517446241653	https://www.ncbi.nlm.nih.gov/gene/?term=222659
RADX	RADX	RPA1 related single stranded DNA binding protein, X-linked	55086	2.23615816885153	https://www.ncbi.nlm.nih.gov/gene/?term=55086
RAG2	RAG2	recombination activating 2	5897	0.684823052343062	https://www.ncbi.nlm.nih.gov/gene/?term=5897
RALGDS	RALGDS	ral guanine nucleotide dissociation stimulator	5900	0.324192049648143	https://www.ncbi.nlm.nih.gov/gene/?term=5900
RANBP17	RANBP17	RAN binding protein 17	64901	1.0843179364941	https://www.ncbi.nlm.nih.gov/gene/?term=64901
RAPGEF4	RAPGEF4	Rap guanine nucleotide exchange factor 4	11069	0.553196989716879	https://www.ncbi.nlm.nih.gov/gene/?term=11069
RASGEF1C	RASGEF1C	RasGEF domain family member 1C	255426	0.630780728486246	https://www.ncbi.nlm.nih.gov/gene/?term=255426
RASGRP2	RASGRP2	RAS guanyl releasing protein 2	10235	0.269591417386973	https://www.ncbi.nlm.nih.gov/gene/?term=10235
RBM34	RBM34	RNA binding motif protein 34	23029	0.1129194403073	https://www.ncbi.nlm.nih.gov/gene/?term=23029
RBP1	RBP1	retinol binding protein 1	5947	0.6600810342321359	https://www.ncbi.nlm.nih.gov/gene/?term=5947
REG3G	REG3G	regenerating family member 3 gamma	130120	0.829731927521022	https://www.ncbi.nlm.nih.gov/gene/?term=130120
RELA	RELA	RELA proto-oncogene, NF-kB subunit	5970	0.195405804351298	https://www.ncbi.nlm.nih.gov/gene/?term=5970
RELT	RELT	RELT, TNF receptor	84957	0.493086942803325	https://www.ncbi.nlm.nih.gov/gene/?term=84957
RENBP	RENBP	renin binding protein	5973	0.212708601692701	https://www.ncbi.nlm.nih.gov/gene/?term=5973
RHAG	RHAG	Rh associated glycoprotein	6005	0.1690200750220165	https://www.ncbi.nlm.nih.gov/gene/?term=6005
RHBDL1	RHBDL1	rhomboid like 1	9028	0.516595751586686	https://www.ncbi.nlm.nih.gov/gene/?term=9028
RIC3	RIC3	RIC3 acetylcholine receptor chaperone	79608	0.298481455499745	https://www.ncbi.nlm.nih.gov/gene/?term=79608
RILP	RILP	Rab interacting lysosomal protein	83547	0.620447111127596	https://www.ncbi.nlm.nih.gov/gene/?term=83547
RIN1	RIN1	Ras and Rab interactor 1	9610	0.353308056179698	https://www.ncbi.nlm.nih.gov/gene/?term=9610
RIPOR1	RIPOR1	RHO family interacting cell polarization regulator 1	79567	0.409581953368299	https://www.ncbi.nlm.nih.gov/gene/?term=79567
RMND1	RMND1	required for meiotic nuclear division 1 homolog	55005	0.890328244541479	https://www.ncbi.nlm.nih.gov/gene/?term=55005
RNASE9	RNASE9	ribonuclease A family member 9 (inactive)	390443	5.01069374723269	https://www.ncbi.nlm.nih.gov/gene/?term=390443
RNASEL	RNASEL	ribonuclease L	6041	0.9329084551299195	https://www.ncbi.nlm.nih.gov/gene/?term=6041
RNF213	RNF213	ring finger protein 213	57674	0.639396487249868	https://www.ncbi.nlm.nih.gov/gene/?term=57674
RNH1	RNH1	ribonuclease/angiogenin inhibitor 1	6050	1.59020973129562	https://www.ncbi.nlm.nih.gov/gene/?term=6050
RPH3AL	RPH3AL	rabphilin 3A like (without C2 domains)	9501	0.214332564308285	https://www.ncbi.nlm.nih.gov/gene/?term=9501
RPL6	RPL6	ribosomal protein L6	6128	0.691156533814469	https://www.ncbi.nlm.nih.gov/gene/?term=6128
RPN2	RPN2	ribophorin II	6185	0.907359340461739	https://www.ncbi.nlm.nih.gov/gene/?term=6185
RPTN	RPTN	repetin	126638	0.637013800836432	https://www.ncbi.nlm.nih.gov/gene/?term=126638
RRBP1	RRBP1	ribosome binding protein 1	6238	0.34133909773107085	https://www.ncbi.nlm.nih.gov/gene/?term=6238
RRP1	RRP1	ribosomal RNA processing 1	8568	0.39170741709496	https://www.ncbi.nlm.nih.gov/gene/?term=8568
RRP15	RRP15	ribosomal RNA processing 15 homolog	51018	0.9911384700054929	https://www.ncbi.nlm.nih.gov/gene/?term=51018
RRS1	RRS1	ribosome biogenesis regulator homolog	23212	0.636784284903976	https://www.ncbi.nlm.nih.gov/gene/?term=23212
RSPH4A	RSPH4A	radial spoke head component 4A	345895	0.434809449902567	https://www.ncbi.nlm.nih.gov/gene/?term=345895
RSPO3	RSPO3	R-spondin 3	84870	0.7809117676084635	https://www.ncbi.nlm.nih.gov/gene/?term=84870
RTEL1	RTEL1	regulator of telomere elongation helicase 1	51750	0.502810436545426	https://www.ncbi.nlm.nih.gov/gene/?term=51750
RTL1	RTL1	retrotransposon Gag like 1	388015	0.199879042489586	https://www.ncbi.nlm.nih.gov/gene/?term=388015
RUNX1	RUNX1	runt related transcription factor 1	861	0.350559888306357	https://www.ncbi.nlm.nih.gov/gene/?term=861
RXFP1	RXFP1	relaxin family peptide receptor 1	59350	0.848556416666488	https://www.ncbi.nlm.nih.gov/gene/?term=59350
SACS	SACS	sacsin molecular chaperone	26278	0.285647787959711	https://www.ncbi.nlm.nih.gov/gene/?term=26278
SALL1	SALL1	spalt like transcription factor 1	6299	0.0911305799010095	https://www.ncbi.nlm.nih.gov/gene/?term=6299
SBK2	SBK2	SH3 domain binding kinase family member 2	646643	0.697489824610682	https://www.ncbi.nlm.nih.gov/gene/?term=646643
SBSN	SBSN	suprabasin	374897	0.4897425611639136	https://www.ncbi.nlm.nih.gov/gene/?term=374897
SCARA3	SCARA3	scavenger receptor class A member 3	51435	0.36421711908403953	https://www.ncbi.nlm.nih.gov/gene/?term=51435
SCART1	SCART1	scavenger receptor family member expressed on T cells 1	619207	0.176963601377097	https://www.ncbi.nlm.nih.gov/gene/?term=619207
SCEL	SCEL	sciellin	8796	0.519279513063001	https://www.ncbi.nlm.nih.gov/gene/?term=8796
SCIMP	SCIMP	SLP adaptor and CSK interacting membrane protein	388325	2.2272534950525	https://www.ncbi.nlm.nih.gov/gene/?term=388325
SCLT1	SCLT1	sodium channel and clathrin linker 1	132320	0.982032932122183	https://www.ncbi.nlm.nih.gov/gene/?term=132320
SCN10A	SCN10A	sodium voltage-gated channel alpha subunit 10	6336	0.328167713754426	https://www.ncbi.nlm.nih.gov/gene/?term=6336
SCN3A	SCN3A	sodium voltage-gated channel alpha subunit 3	6328	0.0613349156413677	https://www.ncbi.nlm.nih.gov/gene/?term=6328
SCN4A	SCN4A	sodium voltage-gated channel alpha subunit 4	6329	0.025571429553237497	https://www.ncbi.nlm.nih.gov/gene/?term=6329
SDC1	SDC1	syndecan 1	6382	0.414517121611957	https://www.ncbi.nlm.nih.gov/gene/?term=6382
SELPLG	SELPLG	selectin P ligand	6404	0.529457393620849	https://www.ncbi.nlm.nih.gov/gene/?term=6404
SERINC5	SERINC5	serine incorporator 5	256987	1.61784762814278	https://www.ncbi.nlm.nih.gov/gene/?term=256987
SERPINA1	SERPINA1	serpin family A member 1	5265	1.43666621293942	https://www.ncbi.nlm.nih.gov/gene/?term=5265
SERPINE3	SERPINE3	serpin family E member 3	647174	0.81827425384675	https://www.ncbi.nlm.nih.gov/gene/?term=647174
SETD1A	SETD1A	SET domain containing 1A, histone lysine methyltransferase	9739	0.597423033142941	https://www.ncbi.nlm.nih.gov/gene/?term=9739
SETD6	SETD6	SET domain containing 6, protein lysine methyltransferase	79918	0.801608977033283	https://www.ncbi.nlm.nih.gov/gene/?term=79918
SETDB1	SETDB1	SET domain bifurcated histone lysine methyltransferase 1	9869	0.722207775263141	https://www.ncbi.nlm.nih.gov/gene/?term=9869
SF3A2	SF3A2	splicing factor 3a subunit 2	8175	0.163461398390766	https://www.ncbi.nlm.nih.gov/gene/?term=8175
SFR1	SFR1	SWI5 dependent homologous recombination repair protein 1	119392	0.456856038260304	https://www.ncbi.nlm.nih.gov/gene/?term=119392
SFTPC	SFTPC	surfactant protein C	6440	0.320877121521821	https://www.ncbi.nlm.nih.gov/gene/?term=6440
SFTPD	SFTPD	surfactant protein D	6441	3.1187228126222264	https://www.ncbi.nlm.nih.gov/gene/?term=6441
SGCE	SGCE	sarcoglycan epsilon	8910	0.47680698573086056	https://www.ncbi.nlm.nih.gov/gene/?term=8910
SHCBP1L	SHCBP1L	SHC binding and spindle associated 1 like	81626	1.18206236357114	https://www.ncbi.nlm.nih.gov/gene/?term=81626
SHKBP1	SHKBP1	SH3KBP1 binding protein 1	92799	0.154229785479502	https://www.ncbi.nlm.nih.gov/gene/?term=92799
SHPK	SHPK	sedoheptulokinase	23729	0.32837084732818	https://www.ncbi.nlm.nih.gov/gene/?term=23729
SHROOM3	SHROOM3	shroom family member 3	57619	0.5648855741576625	https://www.ncbi.nlm.nih.gov/gene/?term=57619
SI	SI	sucrase-isomaltase	6476	0.842864752209725	https://www.ncbi.nlm.nih.gov/gene/?term=6476
SIGLEC10	SIGLEC10	sialic acid binding Ig like lectin 10	89790	0.995963892974913	https://www.ncbi.nlm.nih.gov/gene/?term=89790
SIGLEC14	SIGLEC14	sialic acid binding Ig like lectin 14	100049587	0.865781666295371	https://www.ncbi.nlm.nih.gov/gene/?term=100049587
SIGLEC5	SIGLEC5	sialic acid binding Ig like lectin 5	8778	0.8081644506269545	https://www.ncbi.nlm.nih.gov/gene/?term=8778
SIGLEC8	SIGLEC8	sialic acid binding Ig like lectin 8	27181	1.4094027183727684	https://www.ncbi.nlm.nih.gov/gene/?term=27181
SIMC1	SIMC1	SUMO interacting motifs containing 1	375484	0.93944628544872	https://www.ncbi.nlm.nih.gov/gene/?term=375484
SIRPA	SIRPA	signal regulatory protein alpha	140885	0.9792544865792214	https://www.ncbi.nlm.nih.gov/gene/?term=140885
SIRPB1	SIRPB1	signal regulatory protein beta 1	10326	1.1427455477078934	https://www.ncbi.nlm.nih.gov/gene/?term=10326
SIT1	SIT1	signaling threshold regulating transmembrane adaptor 1	27240	0.714007048548912	https://www.ncbi.nlm.nih.gov/gene/?term=27240
SKOR2	SKOR2	SKI family transcriptional corepressor 2	652991	0.176508210401767	https://www.ncbi.nlm.nih.gov/gene/?term=652991
SLAMF1	SLAMF1	signaling lymphocytic activation molecule family member 1	6504	1.03715116445563	https://www.ncbi.nlm.nih.gov/gene/?term=6504
SLAMF9	SLAMF9	SLAM family member 9	89886	0.736887525925602	https://www.ncbi.nlm.nih.gov/gene/?term=89886
SLBP	SLBP	stem-loop binding protein	7884	0.898668795952298	https://www.ncbi.nlm.nih.gov/gene/?term=7884
SLC12A4	SLC12A4	solute carrier family 12 member 4	6560	0.273967358950101	https://www.ncbi.nlm.nih.gov/gene/?term=6560
SLC12A6	SLC12A6	solute carrier family 12 member 6	9990	0.46414894860068	https://www.ncbi.nlm.nih.gov/gene/?term=9990
SLC12A7	SLC12A7	solute carrier family 12 member 7	10723	0.16847027413643514	https://www.ncbi.nlm.nih.gov/gene/?term=10723
SLC13A2	SLC13A2	solute carrier family 13 member 2	9058	0.302118534314992	https://www.ncbi.nlm.nih.gov/gene/?term=9058
SLC13A3	SLC13A3	solute carrier family 13 member 3	64849	0.194257754405015	https://www.ncbi.nlm.nih.gov/gene/?term=64849
SLC15A2	SLC15A2	solute carrier family 15 member 2	6565	0.599517628587466	https://www.ncbi.nlm.nih.gov/gene/?term=6565
SLC1A5	SLC1A5	solute carrier family 1 member 5	6510	0.46004681994824	https://www.ncbi.nlm.nih.gov/gene/?term=6510
SLC24A1	SLC24A1	solute carrier family 24 member 1	9187	0.665784549947109	https://www.ncbi.nlm.nih.gov/gene/?term=9187
SLC25A10	SLC25A10	solute carrier family 25 member 10	1468	0.884075199503056	https://www.ncbi.nlm.nih.gov/gene/?term=1468
SLC26A7	SLC26A7	solute carrier family 26 member 7	115111	0.354548528605984	https://www.ncbi.nlm.nih.gov/gene/?term=115111
SLC35E4	SLC35E4	solute carrier family 35 member E4	339665	0.722481787380623	https://www.ncbi.nlm.nih.gov/gene/?term=339665
SLC39A12	SLC39A12	solute carrier family 39 member 12	221074	0.198361266973135	https://www.ncbi.nlm.nih.gov/gene/?term=221074
SLC47A2	SLC47A2	solute carrier family 47 member 2	146802	0.484066049798535	https://www.ncbi.nlm.nih.gov/gene/?term=146802
SLC4A1	SLC4A1	solute carrier family 4 member 1 (Diego blood group)	6521	2.66490878537364	https://www.ncbi.nlm.nih.gov/gene/?term=6521
SLC6A6	SLC6A6	solute carrier family 6 member 6	6533	0.163730764869585	https://www.ncbi.nlm.nih.gov/gene/?term=6533
SLC8A1	SLC8A1	solute carrier family 8 member A1	6546	0.225309233562927	https://www.ncbi.nlm.nih.gov/gene/?term=6546
SLC8A3	SLC8A3	solute carrier family 8 member A3	6547	0.346355152116593	https://www.ncbi.nlm.nih.gov/gene/?term=6547
SLFN11	SLFN11	schlafen family member 11	91607	1.27314967062903	https://www.ncbi.nlm.nih.gov/gene/?term=91607
SLFN5	SLFN5	schlafen family member 5	162394	1.5964548554892781	https://www.ncbi.nlm.nih.gov/gene/?term=162394
SLMAP	SLMAP	sarcolemma associated protein	7871	10.3004535927299	https://www.ncbi.nlm.nih.gov/gene/?term=7871
SMIM33	SMIM33	small integral membrane protein 33	111064649	0.455708805461427	https://www.ncbi.nlm.nih.gov/gene/?term=111064649
SMS	SMS	spermine synthase	6611	0.483455246686729	https://www.ncbi.nlm.nih.gov/gene/?term=6611
SMYD4	SMYD4	SET and MYND domain containing 4	114826	0.46682150500252	https://www.ncbi.nlm.nih.gov/gene/?term=114826
SNX21	SNX21	sorting nexin family member 21	90203	0.49697241294644	https://www.ncbi.nlm.nih.gov/gene/?term=90203
SOWAHB	SOWAHB	sosondowah ankyrin repeat domain family member B	345079	0.232317880928949	https://www.ncbi.nlm.nih.gov/gene/?term=345079
SOX13	SOX13	SRY-box 13	9580	0.184236956580128	https://www.ncbi.nlm.nih.gov/gene/?term=9580
SOX5	SOX5	SRY-box 5	6660	0.4482283312165436	https://www.ncbi.nlm.nih.gov/gene/?term=6660
SP100	SP100	SP100 nuclear antigen	6672	10.0355008885113	https://www.ncbi.nlm.nih.gov/gene/?term=6672
SP140	SP140	SP140 nuclear body protein	11262	1.11071090334756	https://www.ncbi.nlm.nih.gov/gene/?term=11262
SP2	SP2	Sp2 transcription factor	6668	1.38203452069908	https://www.ncbi.nlm.nih.gov/gene/?term=6668
SPACA5	SPACA5	sperm acrosome associated 5	389852	1.82382566387696	https://www.ncbi.nlm.nih.gov/gene/?term=389852
SPATA18	SPATA18	spermatogenesis associated 18	132671	0.8723712047124765	https://www.ncbi.nlm.nih.gov/gene/?term=132671
SPATA31D1	SPATA31D1	SPATA31 subfamily D member 1	389763	0.908273663941496	https://www.ncbi.nlm.nih.gov/gene/?term=389763
SPATS1	SPATS1	spermatogenesis associated serine rich 1	221409	0.429234506346827	https://www.ncbi.nlm.nih.gov/gene/?term=221409
SPCS2	SPCS2	signal peptidase complex subunit 2	9789	1.35280969214574	https://www.ncbi.nlm.nih.gov/gene/?term=9789
SPDL1	SPDL1	spindle apparatus coiled-coil protein 1	54908	1.84162561677115	https://www.ncbi.nlm.nih.gov/gene/?term=54908
SPEF2	SPEF2	sperm flagellar 2	79925	0.4288371269494975	https://www.ncbi.nlm.nih.gov/gene/?term=79925
SPEM3	SPEM3	SPEM family member 3	107983988	1.55603173278273	https://www.ncbi.nlm.nih.gov/gene/?term=107983988
SPIB	SPIB	Spi-B transcription factor	6689	0.270195205451415	https://www.ncbi.nlm.nih.gov/gene/?term=6689
